SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
IT7110097,Fiumi Giardino - Sagittario - Aterno - Sorgenti del Pescara,IT,B,2020,2025,2,3,6,4,0.6666666666666666
IT7110099,Gole del Sagittario,IT,B,2020,2022,2,2,3,1,0.3333333333333333
IT7110128,Parco Nazionale Gran Sasso - Monti della Laga,IT,A,2019,2025,4,5,7,3,0.42857142857142855
IT7110130,Sirente Velino,IT,A,2020,2025,2,4,6,4,0.6666666666666666
IT7110205,Parco Nazionale d'Abruzzo,IT,B,2004,2025,3,3,22,19,0.8636363636363636
IT7120083,Calanchi di Atri,IT,B,2020,2020,1,1,1,0,0.0
IT7120132,"Parco Nazionale d'Abruzzo, Lazio e Molise ed aree limitrofe",IT,A,2004,2022,3,3,19,16,0.8421052631578947
IT7120213,Montagne dei Fiori e di Campli e Gole del Salinello,IT,B,2022,2022,1,1,1,0,0.0
IT7140107,Lecceta litoranea di Torino di Sangro e foce del Fiume Sangro,IT,B,2021,2022,2,7,2,0,0.0
IT7140127,Fiume Trigno (medio e basso corso),IT,B,2018,2018,1,1,1,0,0.0
IT7140129,Parco Nazionale della Maiella,IT,A,2018,2025,5,9,8,3,0.375
IT7140203,Maiella,IT,B,2018,2025,3,4,8,5,0.625
IT7140215,Lago di Serranella e Colline di Guarenna,IT,C,2014,2014,1,1,1,0,0.0
IT7212125,Pesche - MonteTotila,IT,B,2010,2022,2,2,13,11,0.8461538461538461
IT7212126,Pantano Zittola - Feudo Valcocchiara,IT,B,2022,2022,1,1,1,0,0.0
IT7212168,Valle Porcina - Torrente Vandra - Cesarata,IT,B,2025,2025,1,1,1,0,0.0
IT7212176,Rio S. Bartolomeo,IT,B,2013,2013,1,1,1,0,0.0
IT7222125,Rocca Monforte,IT,B,2025,2025,1,38,1,0,0.0
IT7222127,Fiume Trigno (confluenza Verrino - Castellelce),IT,B,2025,2025,1,1,1,0,0.0
IT7222216,Foce Biferno - Litorale di Campomarino,IT,B,2018,2024,4,4,7,3,0.42857142857142855
IT7222217,Foce Saccione - Bonifica Ramitelli,IT,B,2021,2025,2,2,5,3,0.6
IT7222247,Valle Biferno da confluenza Torrente Quirino al Lago Guardalfiera - Torrente Rio,IT,B,2018,2018,1,1,1,0,0.0
IT7222287,La Gallinola - Monte Miletto - Monti del Matese,IT,C,2020,2025,2,14,6,4,0.6666666666666666
IT7228221,Foce Trigno - Marina di Petacciato,IT,B,2020,2024,3,5,5,2,0.4
IT7228230,Lago di Guardialfiera - Foce fiume Biferno,IT,A,2018,2025,5,5,8,3,0.375
IT8010010,Lago di Carinola,IT,B,2022,2022,1,1,1,0,0.0
IT8010013,Matese Casertano,IT,B,2025,2025,1,2,1,0,0.0
IT8010018,Variconi,IT,A,2012,2024,3,3,13,10,0.7692307692307693
IT8010019,Pineta della Foce del Garigliano,IT,B,2024,2024,1,1,1,0,0.0
IT8010026,Matese,IT,A,2018,2025,4,6,8,4,0.5
IT8010027,Fiumi Volturno e Calore Beneventano,IT,B,2011,2025,7,16,15,8,0.5333333333333333
IT8010028,Foce Volturno - Variconi,IT,B,2012,2024,3,3,13,10,0.7692307692307693
IT8010029,Fiume Garigliano,IT,B,2017,2021,2,3,5,3,0.6
IT8010030,Le Mortine,IT,A,2016,2025,2,4,10,8,0.8
IT8020009,Pendici meridionali del Monte Mutria,IT,B,2018,2022,3,3,5,2,0.4
IT8020015,Invaso del Fiume Tammaro,IT,A,2019,2019,1,1,1,0,0.0
IT8030003,Collina dei Camaldoli,IT,B,2021,2021,1,3,1,0,0.0
IT8030007,Cratere di Astroni,IT,C,2024,2024,1,1,1,0,0.0
IT8030008,Dorsale dei Monti Lattari,IT,B,2019,2025,3,3,7,4,0.5714285714285714
IT8030010,"Fondali marini di Ischia, Procida e Vivara",IT,C,2018,2018,1,2,1,0,0.0
IT8030014,Lago d'Averno,IT,C,2021,2025,5,25,5,0,0.0
IT8030018,Lago di Patria,IT,B,2020,2025,4,5,6,2,0.3333333333333333
IT8030037,Vesuvio e Monte Somma,IT,A,2018,2018,1,1,1,0,0.0
IT8030038,Corpo centrale e rupi costiere occidentali dell'Isola di Capri,IT,C,2025,2025,1,1,1,0,0.0
IT8040021,Picentini,IT,A,2019,2019,1,1,1,0,0.0
IT8050007,Basso corso del Fiume Bussento,IT,B,2023,2023,1,1,1,0,0.0
IT8050008,Capo Palinuro,IT,C,2024,2024,1,1,1,0,0.0
IT8050009,Costiera amalfitana tra Maiori e il Torrente Bonea,IT,A,2017,2017,1,1,1,0,0.0
IT8050010,Fasce litoranee a destra e a sinistra del Fiume Sele,IT,B,2022,2025,4,7,4,0,0.0
IT8050011,Fascia interna di Costa degli Infreschi e della Masseta,IT,B,2025,2025,1,1,1,0,0.0
IT8050012,Fiume Alento,IT,B,2025,2025,1,3,1,0,0.0
IT8050021,Medio corso del Fiume Sele - Persano,IT,A,2021,2025,2,4,5,3,0.6
IT8050026,Monte Licosa e dintorni,IT,B,2022,2025,2,2,4,2,0.5
IT8050032,Monte Tresino e dintorni,IT,B,2022,2022,1,1,1,0,0.0
IT8050033,Monti Alburni,IT,B,2022,2022,1,1,1,0,0.0
IT8050047,Costa tra Marina di Camerota e Policastro Bussentino,IT,A,2022,2025,4,6,4,0,0.0
IT8050048,Costa tra Punta Tresino e le Ripe Rosse,IT,A,2022,2025,2,3,4,2,0.5
IT8050049,Fiumi Tanagro e Sele,IT,B,2021,2025,2,4,5,3,0.6
IT8050054,Costiera Amalfitana tra Maiori e il Torrente Bonea,IT,B,2017,2017,1,1,1,0,0.0
IT9110004,Foresta Umbra,IT,B,2010,2025,7,13,16,9,0.5625
IT9110005,Zone umide della Capitanata,IT,B,2024,2025,2,2,2,0,0.0
IT9110008,Valloni e Steppe Pedegarganiche,IT,B,2020,2020,1,1,1,0,0.0
IT9110015,Duna e Lago di Lesina - Foce del Fortore,IT,B,2020,2025,2,2,6,4,0.6666666666666666
IT9110032,"Valle del Cervaro, Bosco dell'Incoronata",IT,B,2025,2025,1,3,1,0,0.0
IT9110037,Laghi di Lesina e Varano,IT,A,2020,2025,2,2,6,4,0.6666666666666666
IT9110038,Paludi presso il Golfo di Manfredonia,IT,A,2024,2025,2,2,2,0,0.0
IT9110039,Promontorio del Gargano,IT,A,2010,2025,7,14,16,9,0.5625
IT9120007,Murgia Alta,IT,C,2017,2024,4,7,8,4,0.5
IT9130001,Torre Colimena,IT,B,2024,2024,1,1,1,0,0.0
IT9130005,Murgia di Sud - Est,IT,B,2021,2021,1,1,1,0,0.0
IT9130006,Pinete dell'Arco Ionico,IT,B,2024,2024,1,1,1,0,0.0
IT9140005,Torre Guaceto e Macchia S. Giovanni,IT,B,2019,2019,1,1,1,0,0.0
IT9140008,Torre Guaceto,IT,A,2019,2019,1,1,1,0,0.0
IT9150002,Costa Otranto - Santa Maria di Leuca,IT,B,2023,2025,2,2,3,1,0.3333333333333333
IT9150006,Rauccio,IT,B,2022,2023,2,2,2,0,0.0
IT9150009,Litorale di Ugento,IT,B,2025,2025,1,1,1,0,0.0
IT9150011,Alimini,IT,B,2019,2019,1,1,1,0,0.0
IT9150013,Palude del Capitano,IT,B,2020,2025,3,3,6,3,0.5
IT9150014,Le Cesine,IT,A,2007,2024,3,3,18,15,0.8333333333333334
IT9150015,Litorale di Gallipoli e Isola S. Andrea,IT,C,2024,2024,1,1,1,0,0.0
IT9150028,Porto Cesareo,IT,B,2021,2024,3,4,4,1,0.25
IT9150032,Le Cesine,IT,B,2007,2024,3,3,18,15,0.8333333333333334
IT9210155,Marina di Castrocucco,IT,B,2015,2015,1,1,1,0,0.0
IT9210160,Isola di S. Ianni e Costa Prospiciente,IT,B,2020,2021,2,2,2,0,0.0
IT9210210,Monte Vulture,IT,C,2024,2025,2,2,2,0,0.0
IT9210220,Murge di S. Oronzio,IT,B,2024,2024,1,2,1,0,0.0
IT9210271,"Appennino Lucano, Valle Agri, Monte Sirino, Monte Raparo",IT,A,2024,2024,1,3,1,0,0.0
IT9220085,Costa Ionica Foce Basento,IT,B,2021,2021,1,2,1,0,0.0
IT9220095,Costa Ionica Foce Cavone,IT,B,2020,2021,2,2,2,0,0.0
IT9220135,Gravine di Matera,IT,C,2018,2023,5,7,6,1,0.16666666666666666
IT9310052,Casoni di Sibari,IT,B,2024,2024,1,1,1,0,0.0
IT9310055,Lago di Tarsia,IT,B,2017,2025,2,2,9,7,0.7777777777777778
IT9310303,Pollino e Orsomarso,IT,A,2020,2022,3,5,3,0,0.0
IT9320302,Marchesato e Fiume Neto,IT,A,2020,2024,2,2,5,3,0.6
IT9330087,Lago La Vota,IT,B,2024,2024,1,1,1,0,0.0
IT9340090,Fiumara di Brattirò (Valle Ruffa),IT,B,2018,2018,1,1,1,0,0.0
IT9340091,Zona costiera fra Briatico e Nicotera,IT,B,2023,2025,3,3,3,0,0.0
IT9350121,Bosco di Stilo - Bosco Archiforo,IT,B,2020,2020,1,1,1,0,0.0
IT9350136,Vallata dello Stilaro,IT,B,2021,2021,1,1,1,0,0.0
IT9350300,Costa Viola,IT,A,2022,2022,1,1,1,0,0.0
ITA010001,Isole dello Stagnone di Marsala,IT,B,2019,2025,4,4,7,3,0.42857142857142855
ITA010007,Saline di Trapani,IT,B,2024,2024,1,2,1,0,0.0
ITA010010,Monte San Giuliano,IT,B,2020,2023,3,4,4,1,0.25
ITA010011,"Sistema dunale Capo Granitola, Porto Palo e Foce del Belice",IT,B,2010,2025,5,5,16,11,0.6875
ITA010020,"Isola di Pantelleria - Area Costiera,  Falesie e Bagno dell'Acqua",IT,B,2019,2024,3,3,6,3,0.5
ITA010028,Stagnone di Marsala e Saline di Trapani - area marina e terrestre,IT,A,2019,2025,5,6,7,2,0.2857142857142857
ITA010029,"Monte Cofano, Capo San Vito e Monte Sparagio",IT,A,2022,2024,2,4,3,1,0.3333333333333333
ITA010030,Isola di Pantelleria e area marina circostante,IT,A,2019,2024,3,3,6,3,0.5
ITA020002,Boschi di Gibilmanna e Cefalù,IT,B,2022,2025,2,2,4,2,0.5
ITA020006,Capo Gallo,IT,B,2020,2024,4,8,5,1,0.2
ITA020007,"Boschi Ficuzza e Cappelliere, Vallone Cerasa, Castagneti Mezzojuso",IT,B,2020,2025,2,2,6,4,0.6666666666666666
ITA020009,Cala Rossa e Capo Rama,IT,B,2024,2024,1,1,1,0,0.0
ITA020012,Valle del Fiume Oreto,IT,B,2017,2017,1,1,1,0,0.0
ITA020014,Monte Pellegrino,IT,B,2022,2025,4,8,4,0,0.0
ITA020044,Monte Grifone,IT,B,2024,2024,1,1,1,0,0.0
ITA020048,"Monti Sicani, Rocca Busambra e Bosco della Ficuzza",IT,A,2020,2025,2,2,6,4,0.6666666666666666
ITA020050,Parco delle Madonie,IT,A,2018,2025,4,4,8,4,0.5
ITA030011,"Dorsale Curcuraci, Antennamare",IT,B,2022,2022,1,2,1,0,0.0
ITA030012,Laguna di Oliveri - Tindari,IT,B,2016,2025,6,6,10,4,0.4
ITA030025,Isola di Panarea e Scogli Viciniori,IT,B,2023,2023,1,1,1,0,0.0
ITA030027,Isola di Vulcano,IT,B,2023,2023,1,1,1,0,0.0
ITA030029,Isola di Salina (Stagno di Lingua),IT,B,2016,2025,6,7,10,4,0.4
ITA030030,Isola di Lipari,IT,B,2016,2022,4,5,7,3,0.42857142857142855
ITA030036,Riserva naturale del Fiume Alcantara,IT,B,2018,2025,3,3,8,5,0.625
ITA030038,"Serra del Re, Monte Soro e Biviere di Cesarò",IT,B,2010,2024,2,3,15,13,0.8666666666666667
ITA030042,"Monti Peloritani, Dorsale Curcuraci, Antennamare e area marina dello stretto di Messina",IT,A,2019,2025,5,8,7,2,0.2857142857142857
ITA030043,Monti Nebrodi,IT,A,2010,2024,2,3,15,13,0.8666666666666667
ITA030044,Arcipelago delle Eolie - area marina e terrestre,IT,A,2016,2025,7,19,10,3,0.3
ITA040003,"Foce del Magazzolo, Foce del Platani, Capo Bianco, Torre Salsa",IT,B,2021,2024,3,3,4,1,0.25
ITA050001,Biviere e Macconi di Gela,IT,B,2025,2025,1,1,1,0,0.0
ITA050012,"Torre Manfria, Biviere e Piana di Gela",IT,A,2025,2025,1,1,1,0,0.0
ITA060002,Lago di Pergusa,IT,C,2020,2020,1,1,1,0,0.0
ITA070001,Foce del Fiume Simeto e Lago Gornalunga,IT,B,2017,2024,4,4,8,4,0.5
ITA070002,Riserva naturale Fiume Fiumefreddo,IT,B,2015,2024,2,2,10,8,0.8
ITA070004,Timpa di Acireale,IT,B,2021,2021,1,1,1,0,0.0
ITA070009,Fascia altomontana dell'Etna,IT,B,2024,2024,1,1,1,0,0.0
ITA070029,"Biviere di Lentini, tratto mediano e foce del Fiume Simeto e area antistante la foce",IT,A,2017,2024,4,4,8,4,0.5
ITA080008,Contrada Religione,IT,B,2024,2024,1,1,1,0,0.0
ITA090002,Vendicari,IT,B,2023,2025,3,7,3,0,0.0
ITA090003,Pantani della Sicilia sud orientale,IT,B,2014,2025,2,2,12,10,0.8333333333333334
ITA090006,Saline di Siracusa e Fiume Ciane,IT,C,2016,2025,4,4,10,6,0.6
ITA090007,"Cava Grande del Cassibile, Cava Cinque Porte, Cava e Bosco di Bauli",IT,B,2023,2023,1,1,1,0,0.0
ITA090009,"Valle del Fiume Anapo, Cavagrande del Calcinara, Cugni di Sortino",IT,B,2018,2020,2,2,3,1,0.3333333333333333
ITA090010,"Isola Correnti, Pantani di Punta Pilieri, chiusa dell'Alga e Parrino",IT,B,2024,2024,1,1,1,0,0.0
ITA090013,Saline di Priolo,IT,C,2025,2025,1,1,1,0,0.0
ITA090029,"Pantani della Sicilia sud-orientale, Morghella, di Marzamemi, di Punta Pilieri e Vendicari",IT,A,2014,2025,4,10,12,8,0.6666666666666666
ITB010003,Stagno e ginepreto di Platamona,IT,B,2018,2023,3,15,6,3,0.5
ITB010004,Foci del Coghinas,IT,B,2024,2025,2,3,2,0,0.0
ITB010006,Monte Russu,IT,B,2022,2022,1,2,1,0,0.0
ITB010008,Arcipelago La Maddalena,IT,C,2021,2024,2,3,4,2,0.5
ITB010042,Capo Caccia (con le isole Foradada e Piana) e Punta del Giglio,IT,B,2022,2022,1,1,1,0,0.0
ITB011102,Catena del Marghine e del Goceano,IT,B,2018,2018,1,1,1,0,0.0
ITB011113,Campo di Ozieri e Pianure Comprese tra Tula e Oschiri,IT,B,2022,2022,1,1,1,0,0.0
ITB011155,Lago di Baratz - Porto Ferro,IT,B,2016,2025,4,5,10,6,0.6
ITB012211,Isola Rossa - Costa Paradiso,IT,B,2025,2025,1,2,1,0,0.0
ITB013019,Isole del Nord - Est tra Capo Ceraso e Stagno di San Teodoro,IT,A,2022,2022,1,5,1,0,0.0
ITB013048,"Piana di Ozieri, Mores, Ardara, Tula e Oschiri",IT,A,2022,2022,1,1,1,0,0.0
ITB013049,Campu Giavesu,IT,A,2021,2021,1,1,1,0,0.0
ITB020012,Berchida e Bidderosa,IT,B,2023,2023,1,1,1,0,0.0
ITB020014,Golfo di Orosei,IT,C,2022,2024,2,2,3,1,0.3333333333333333
ITB021107,Monte Albo,IT,B,2022,2024,2,2,3,1,0.3333333333333333
ITB023049,Monte Ortobene,IT,A,2022,2022,1,4,1,0,0.0
ITB023050,"Piana di Semestene, Bonorva, Macomer e Bortigali",IT,A,2022,2022,1,5,1,0,0.0
ITB023051,Altopiano di Abbasanta,IT,A,2022,2022,1,1,1,0,0.0
ITB030016,Stagno di S'Ena Arrubia e territori limitrofi,IT,B,2019,2019,1,1,1,0,0.0
ITB030034,Stagno di Mistras di Oristano,IT,B,2016,2016,1,1,1,0,0.0
ITB030036,Stagno di Cabras,IT,B,2021,2022,2,2,2,0,0.0
ITB030037,Stagno di Santa Giusta,IT,B,2003,2023,2,6,21,19,0.9047619047619048
ITB032228,Is Arenas,IT,B,2016,2023,2,2,8,6,0.75
ITB034001,Stagno di S'Ena Arrubia,IT,A,2019,2019,1,1,1,0,0.0
ITB034006,Stagno di Mistras,IT,A,2016,2016,1,1,1,0,0.0
ITB034008,Stagno di Cabras,IT,A,2007,2022,5,5,16,11,0.6875
ITB040019,Stagni di Colostrai e delle Saline,IT,B,2023,2023,1,1,1,0,0.0
ITB040022,Stagno di Molentargius e territori limitrofi,IT,B,2018,2024,4,9,7,3,0.42857142857142855
ITB040023,"Stagno di Cagliari, Saline di Macchiareddu, Laguna di Santa Gilla",IT,B,2017,2022,3,4,6,3,0.5
ITB040025,"Promontorio, dune e zona umida di Porto Pino",IT,B,2024,2024,1,1,1,0,0.0
ITB040027,Isola di San Pietro,IT,B,2023,2023,1,1,1,0,0.0
ITB040030,Capo Pecora,IT,B,2023,2023,1,1,1,0,0.0
ITB040031,Monte Arcuentu e Rio Piscinas,IT,B,2022,2022,1,1,1,0,0.0
ITB040071,Da Piscinas a Riu Scivu,IT,B,2021,2021,1,1,1,0,0.0
ITB041106,Monte dei Sette Fratelli e Sarrabus,IT,B,2021,2022,2,4,2,0,0.0
ITB042216,Capo di Pula,IT,B,2019,2021,2,2,3,1,0.3333333333333333
ITB042247,Is Compinxius - Campo Dunale di Bugerru - Portixeddu,IT,B,2022,2022,1,1,1,0,0.0
ITB043028,Capo Carbonara e stagno di Notteri - Punta Molentis,IT,A,2023,2023,1,1,1,0,0.0
ITB043035,Costa e Entroterra tra Punta Cannoni e Punta delle Oche - Isola di San Pietro,IT,A,2023,2023,1,1,1,0,0.0
ITB043055,Monte dei Sette Fratelli,IT,A,2021,2022,2,7,2,0,0.0
ITB044002,Saline di Molentargius,IT,A,2017,2024,5,12,8,3,0.375
ITB044003,Stagno di Cagliari,IT,A,2017,2018,2,3,2,0,0.0
LTANY0025,Anykštos apylinkės,LT,B,2023,2023,1,1,1,0,0.0
LTELE0005,Neries kilpų apylinkės,LT,B,2019,2025,6,15,7,1,0.14285714285714285
LTIGN0018,Aukštaitijos nacionalinis parkas,LT,B,2023,2023,1,1,1,0,0.0
LTIGN0027,Sungardo ežeras,LT,B,2022,2022,1,1,1,0,0.0
LTIGNB003,Vakarinė Aukštaitijos nacionalinio parko dalis,LT,A,2023,2023,1,1,1,0,0.0
LTKAU0003,Kamšos miškas,LT,B,2022,2022,1,1,1,0,0.0
LTKAU0007,Kauno marios,LT,B,2019,2025,5,8,7,2,0.2857142857142857
LTKAU0008,Milikonių fortas,LT,B,2020,2022,3,8,3,0,0.0
LTKAUB001,Nemuno upės pakrantės ir salos tarp Kulautuvos ir Smalininkų,LT,A,2020,2024,2,2,5,3,0.6
LTKAUB008,Kauno marios,LT,A,2020,2025,4,6,6,2,0.3333333333333333
LTKEDB002,Lančiunavos miškas,LT,A,2025,2025,1,1,1,0,0.0
LTKLA0007,Minijos upė,LT,B,2021,2021,1,2,1,0,0.0
LTKLAB001,Kuršių nerijos nacionalinis parkas,LT,A,2011,2025,6,13,15,9,0.6
LTKLAB010,Kuršių marios,LT,A,2023,2023,1,1,1,0,0.0
LTKRE0005,Salanto ir Blendžiavos upės,LT,B,2020,2020,1,1,1,0,0.0
LTLAZ0010,Metelių regioninis parkas,LT,B,2025,2025,1,1,1,0,0.0
LTLAZ0016,Balsio ežeras,LT,B,2021,2021,1,1,1,0,0.0
LTLAZ0022,Veisiejų regioninis parkas,LT,B,2024,2024,1,1,1,0,0.0
LTMOL0010,Labanoro regioninis parkas,LT,B,2021,2025,3,4,5,2,0.4
LTNER0005,Kuršių nerija,LT,B,2011,2025,6,12,15,9,0.6
LTPLU0010,Rietavo miškai,LT,B,2020,2020,1,1,1,0,0.0
LTPLUB002,Reiskių tyro pelkė,LT,A,2020,2020,1,1,1,0,0.0
LTPRI0004,Tartoko pelkė,LT,B,2013,2013,1,1,1,0,0.0
LTPRI0010,Nemuno kilpos,LT,B,2021,2024,2,2,4,2,0.5
LTSAK0002,Nemuno upė Panemunių regioniniame parke,LT,B,2024,2024,1,1,1,0,0.0
LTSIA0010,Kurtuvėnų regioninio parko rytinė dalis,LT,B,2025,2025,1,1,1,0,0.0
LTSIU0012,Kuršių marios,LT,B,2023,2023,1,1,1,0,0.0
LTSIU0013,Nemuno delta,LT,B,2021,2025,3,3,5,2,0.4
LTSKUB002,Erlos ir Salanto upių senslėniai,LT,A,2020,2020,1,1,1,0,0.0
LTSLUB001,Nemuno delta,LT,A,2021,2025,3,5,5,2,0.4
LTSVE0020,Žeimenos upė,LT,B,2019,2022,3,4,4,1,0.25
LTSVEB002,Labanoro giria,LT,A,2021,2025,3,4,5,2,0.4
LTSVEB005,Asvejos ežerynas,LT,C,2021,2021,1,3,1,0,0.0
LTTRA0037,Mergiškių miškas II,LT,B,2025,2025,1,1,1,0,0.0
LTUKM0007,Šventosios upės vidurupis,LT,B,2020,2024,4,6,5,1,0.2
LTUKM0019,Šešuolių giria,LT,B,2019,2019,1,1,1,0,0.0
LTVAR0011,Merkio upė,LT,B,2020,2023,2,3,4,2,0.5
LTVAR0017,Dainavos giria,LT,B,2020,2024,2,2,5,3,0.6
LTVARB005,Dainavos giria,LT,A,2020,2024,2,4,5,3,0.6
LTVIK0002,Vištyčio regioninis parkas,LT,B,2023,2023,1,1,1,0,0.0
LTVIN0009,Neries upė,LT,B,2018,2023,5,8,6,1,0.16666666666666666
LTVIN0011,Ežerėlių kompleksas,LT,B,2019,2025,5,6,7,2,0.2857142857142857
LTVIN0024,Vilnios upė,LT,B,2021,2021,1,2,1,0,0.0
LTVIN0032,Vilnios upės slėnis ties Mickūnais,LT,B,2023,2023,1,1,1,0,0.0
LTVIN0035,Kaukysos upės slėnis,LT,B,2021,2022,2,2,2,0,0.0
LTVIN0036,Vilnios šlaitai ties Pūčkoriais,LT,B,2018,2020,2,2,3,1,0.3333333333333333
LTZAR0024,Gražutės regioninis parkas,LT,B,2019,2019,1,1,1,0,0.0
LU0001002,Vallée de l'Our de Ouren a Wallendorf Pont,LU,B,2013,2025,13,111,13,0,0.0
LU0001003,Vallée de la Tretterbaach,LU,B,2019,2025,5,39,7,2,0.2857142857142857
LU0001005,Vallée supérieure de la Wiltz,LU,B,2018,2024,6,16,7,1,0.14285714285714285
LU0001006,"Vallées de la Sûre, de la Wiltz, de la Clerve et du Lellgerbaach",LU,B,2016,2025,9,40,10,1,0.1
LU0001007,Vallée supérieure de la Sûre / Lac du barrage,LU,B,2003,2025,16,163,23,7,0.30434782608695654
LU0001008,Vallée de la Sûre moyenne de Esch/Sûre à Dirbach,LU,B,2020,2025,5,17,6,1,0.16666666666666666
LU0001011,Vallée de l'Ernz noire / Beaufort / Berdorf,LU,B,2016,2025,10,121,10,0,0.0
LU0001013,Vallée de l'Attert de la frontière à Useldange,LU,B,2019,2024,5,5,6,1,0.16666666666666666
LU0001015,Vallée de l'Ernz blanche,LU,B,2018,2025,7,13,8,1,0.125
LU0001017,Vallée de la Sûre inférieure,LU,B,2014,2025,12,84,12,0,0.0
LU0001018,Vallée de la Mamer et de l'Eisch,LU,B,2016,2025,9,116,10,1,0.1
LU0001020,Pelouses calcaires de la région de Junglinster,LU,B,2022,2025,4,7,4,0,0.0
LU0001021,Vallée de la Syre de Manternach à Fielsmillen,LU,B,2020,2024,4,7,5,1,0.2
LU0001022,Grunewald,LU,B,2021,2025,5,7,5,0,0.0
LU0001026,Bertrange - Greivelserhaff / Bouferterhaff,LU,B,2020,2025,3,3,6,3,0.5
LU0001027,Sanem - Groussebesch / Schouweiler - Bitchenheck,LU,B,2024,2024,1,1,1,0,0.0
LU0001028,Differdange Est - Prenzebierg / Anciennes mines et Carrières,LU,B,2015,2024,4,5,10,6,0.6
LU0001029,Région de la Moselle supérieure,LU,B,2009,2025,17,406,17,0,0.0
LU0001030,Esch-sur-Alzette Sud-est - Anciennes minières / Ellegronn,LU,B,2019,2022,2,2,4,2,0.5
LU0001031,Dudelange Haard,LU,B,2022,2022,1,1,1,0,0.0
LU0001032,Dudelange - Ginzebierg,LU,B,2020,2025,4,6,6,2,0.3333333333333333
LU0001038,Troisvierges - Cornelysmillen,LU,B,2012,2025,9,12,14,5,0.35714285714285715
LU0001044,Cruchten - Bras mort de l'Alzette,LU,B,2018,2018,1,1,1,0,0.0
LU0001051,Wark - Niederfeulen-Warken,LU,B,2013,2025,7,41,13,6,0.46153846153846156
LU0001073,Massif forestier du Ielboesch,LU,B,2024,2024,1,1,1,0,0.0
LU0001076,Massif forestier du Waal,LU,B,2021,2021,1,1,1,0,0.0
LU0002001,Vallée de la Woltz et affluents de la source à Troisvierges,LU,A,2012,2025,9,12,14,5,0.35714285714285715
LU0002002,Vallée de la Tretterbaach et affluents de la frontière à Asselborn,LU,A,2018,2025,7,48,8,1,0.125
LU0002003,Vallée supérieure de l'Our et affluents de Lieler à Dasbourg,LU,A,2013,2025,9,58,13,4,0.3076923076923077
LU0002004,Vallée supérieure de la Sûre et affluents de la frontière belge à Esch-sur-Sûre,LU,A,2003,2025,9,96,23,14,0.6086956521739131
LU0002005,Vallée de l'Ernz Blanche de Bourglinster à Fischbach,LU,A,2022,2025,4,7,4,0,0.0
LU0002006,Vallée de la Syre de Moutfort à Roodt/Syre,LU,A,2020,2025,5,31,6,1,0.16666666666666666
LU0002007,Vallée supérieure de l'Alzette,LU,A,2020,2025,6,37,6,0,0.0
LU0002008,"Minière de la région de Differdange - Giele Botter, Tillebierg, Rollesbierg, Ronnebierg, Metzerbierg et Galgebierg",LU,A,2024,2024,1,1,1,0,0.0
LU0002009,Esch-sur-Alzette Sud-est - Anciennes minières / Ellergronn,LU,A,2019,2019,1,1,1,0,0.0
LU0002010,Dudelange Haard,LU,A,2022,2022,1,1,1,0,0.0
LU0002011,"Aspelt - Lannebur, Am Kessel",LU,A,2023,2025,2,3,3,1,0.3333333333333333
LU0002012,Haff Réimech,LU,A,2009,2025,17,405,17,0,0.0
LU0002013,Région du Kiischpelt,LU,A,2015,2025,10,61,11,1,0.09090909090909091
LU0002014,"Vallées de l'Attert, de la Pall, de la Schwébech, de l'Aeschbech et de la Wëllerbaach",LU,A,2019,2025,7,24,7,0,0.0
LU0002016,"Région de Mompach, Manternach, Bech et Osweiler",LU,A,2021,2024,3,6,4,1,0.25
LU0002017,Région du Lias moyen,LU,A,2020,2025,4,5,6,2,0.3333333333333333
LU0002018,"Région de Schuttrange, Canach, Lenningen et Gostingen",LU,A,2023,2024,2,2,2,0,0.0
LV0200100,Gaujas nacionalais parks,LV,C,2018,2025,8,35,8,0,0.0
LV0200200,Kemeru nacionalais parks,LV,C,2021,2024,3,4,4,1,0.25
LV0200300,Sliteres nacionalais parks,LV,C,2015,2015,1,1,1,0,0.0
LV0302200,Salacas ieleja,LV,C,2020,2023,3,7,4,1,0.25
LV0302800,Engures ezers,LV,C,2025,2025,1,1,1,0,0.0
LV0303400,Raznas nacionalais parks,LV,C,2025,2025,1,2,1,0,0.0
LV0304100,Bauska,LV,B,2020,2021,2,4,2,0,0.0
LV0507100,Ventas ieleja,LV,C,2024,2024,1,1,1,0,0.0
LV0507800,Liepajas ezers,LV,C,2021,2021,1,1,1,0,0.0
LV0509100,Randu plavas,LV,C,2021,2021,1,1,1,0,0.0
LV0512800,Mezmuizas avoti,LV,B,2024,2024,1,3,1,0,0.0
LV0520900,Tosmare,LV,B,2020,2020,1,1,1,0,0.0
LV0524600,Jaunciems,LV,B,2023,2024,2,4,2,0,0.0
LV0536600,Lubana mitrajs,LV,C,2019,2024,2,2,6,4,0.6666666666666666
LV0600100,Vecpiebalga,LV,C,2024,2024,1,1,1,0,0.0
LV0600300,Augszeme,LV,C,2023,2024,2,2,2,0,0.0
LV0600400,Augsdaugava,LV,C,2023,2024,2,3,2,0,0.0
LV0600500,Vestiena,LV,C,2021,2021,1,1,1,0,0.0
LV0600700,Ziemelgauja,LV,C,2021,2025,2,2,5,3,0.6
