SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
IT5130006,Monte Spigolino - Monte Gennaio,IT,B,2011,2025,2,2,15,13,0.8666666666666667
IT5130007,Padule di Fucecchio,IT,C,2010,2025,16,374,16,0,0.0
IT5130009,Tre Limentre - Reno,IT,B,2013,2022,3,4,10,7,0.7
IT5140001,"Passo della Raticosa, Sassi di San Zanobi e della Mantesca",IT,B,2016,2016,1,1,1,0,0.0
IT5140003,Conca di Firenzuola,IT,B,2015,2025,2,2,11,9,0.8181818181818182
IT5140005,Muraglione - Acqua Cheta,IT,B,2023,2023,1,1,1,0,0.0
IT5140006,Bosco ai Frati,IT,B,2012,2012,1,1,1,0,0.0
IT5140008,Monte Morello,IT,B,2010,2020,3,3,11,8,0.7272727272727273
IT5140010,Bosco di Chiusi e Paduletta di Ramone,IT,C,2011,2025,11,40,15,4,0.26666666666666666
IT5140011,Stagni della Piana Fiorentina e Pratese,IT,C,2004,2025,20,427,22,2,0.09090909090909091
IT5140012,Vallombrosa e Bosco di S. Antonio,IT,B,2014,2025,6,10,12,6,0.5
IT5150001,La Calvana,IT,B,2025,2025,1,1,1,0,0.0
IT5150003,Appennino pratese,IT,B,2016,2022,4,5,7,3,0.42857142857142855
IT5160001,Padule di Suese e Biscottino,IT,C,2010,2025,12,41,16,4,0.25
IT5160002,Isola di Gorgona - area terrestre e marina,IT,C,2013,2019,4,14,7,3,0.42857142857142855
IT5160003,Tombolo di Cecina,IT,A,2010,2024,8,10,15,7,0.4666666666666667
IT5160004,Padule di Bolgheri,IT,C,2010,2025,15,89,16,1,0.0625
IT5160005,"Boschi di Bolgheri, Bibbona e Castiglioncello",IT,B,2017,2025,2,2,9,7,0.7777777777777778
IT5160006,Isola di Capraia - area terrestre e marina,IT,B,1982,2025,12,49,44,32,0.7272727272727273
IT5160007,Isola di Capraia - area terrestre e marina,IT,A,2011,2025,10,32,15,5,0.3333333333333333
IT5160008,Monte Calvi di Campiglia,IT,B,2025,2025,1,1,1,0,0.0
IT5160010,Padule Orti - Bottagone,IT,C,2008,2025,17,182,18,1,0.05555555555555555
IT5160012,Monte Capanne e promontorio dell'Enfola,IT,C,2011,2025,8,27,15,7,0.4666666666666667
IT5160013,Isola di Pianosa - area terrestre e marina,IT,C,2012,2025,9,34,14,5,0.35714285714285715
IT5160014,Isola di Montecristo e Formica di Montecristo - area terrestre e marina,IT,C,2012,2012,1,5,1,0,0.0
IT5160018,Secche della Meloria,IT,B,2013,2015,2,2,3,1,0.3333333333333333
IT5160021,Tutela del Tursiops truncatus,IT,B,2012,2025,9,22,14,5,0.35714285714285715
IT5160022,Monti Livornesi,IT,B,2016,2017,2,2,2,0,0.0
IT5160023,Calafuria - Area terrestre e marina,IT,B,2011,2022,9,19,12,3,0.25
IT5160102,Elba orientale,IT,A,2006,2025,14,68,20,6,0.3
IT5170001,Dune litoranee di Torre del Lago,IT,C,2007,2025,10,20,19,9,0.47368421052631576
IT5170002,Selva Pisana,IT,C,2010,2025,16,602,16,0,0.0
IT5170003,Cerbaie,IT,B,2012,2025,8,14,14,6,0.42857142857142855
IT5170007,Fiume Cecina da Berignone a Ponteginori,IT,C,2012,2019,4,5,8,4,0.5
IT5170008,Complesso di Monterufoli,IT,C,2023,2023,1,1,1,0,0.0
IT5170009,Lago di Santa Luce,IT,B,2010,2025,16,96,16,0,0.0
IT5180002,Foreste Alto Bacino dell'Arno,IT,B,2012,2024,6,9,13,7,0.5384615384615384
IT5180004,"Camaldoli, Scodella, Campigna, Badia Prataglia",IT,A,2016,2022,2,2,7,5,0.7142857142857143
IT5180007,Monte Calvano,IT,B,2018,2023,2,3,6,4,0.6666666666666666
IT5180008,Sasso di Simone e Simoncello,IT,B,2012,2019,2,2,8,6,0.75
IT5180009,Monti Rognosi,IT,B,2023,2023,1,1,1,0,0.0
IT5180011,Pascoli montani e cespuglieti del Pratomagno,IT,C,2011,2024,13,38,14,1,0.07142857142857142
IT5180012,Valle dell'Inferno e Bandella,IT,C,2011,2025,12,27,15,3,0.2
IT5180013,Ponte a Buriano e Penna,IT,B,2010,2021,10,21,12,2,0.16666666666666666
IT5180014,Brughiere dell'Alpe di Poti,IT,C,2011,2011,1,1,1,0,0.0
IT5180017,Monte Ginezzo,IT,C,2014,2014,1,2,1,0,0.0
IT5180018,Foreste di Camaldoli e Badia Prataglia,IT,B,2016,2022,2,2,7,5,0.7142857142857143
IT5180019,Vasche dell'ex-zuccherificio di Castiglion Fiorentino e Colmata di Brolio,IT,A,2010,2025,14,46,16,2,0.125
IT5180101,La Verna - Monte Penna,IT,B,2011,2023,7,10,13,6,0.46153846153846156
IT5190001,Castelvecchio,IT,B,2011,2011,1,1,1,0,0.0
IT5190002,Monti del Chianti,IT,B,2012,2024,4,9,13,9,0.6923076923076923
IT5190003,Montagnola Senese,IT,B,2013,2024,4,7,12,8,0.6666666666666666
IT5190004,Crete di Camposodo e Crete di Leonina,IT,C,2011,2011,1,1,1,0,0.0
IT5190005,Monte Oliveto Maggiore e Crete di Asciano,IT,C,1995,2024,4,5,30,26,0.8666666666666667
IT5190006,Alta Val di Merse,IT,B,2010,2016,5,6,7,2,0.2857142857142857
IT5190007,Basso Merse,IT,B,2015,2015,1,1,1,0,0.0
IT5190008,Lago di Montepulciano,IT,C,2010,2025,13,118,16,3,0.1875
IT5190009,Lago di Chiusi,IT,C,2010,2025,10,31,16,6,0.375
IT5190010,Lucciolabella,IT,C,2012,2024,6,6,13,7,0.5384615384615384
IT5190011,Crete dell'Orcia e del Formone,IT,C,2011,2024,6,14,14,8,0.5714285714285714
IT5190012,Monte Cetona,IT,B,2014,2014,1,1,1,0,0.0
IT51A0002,Poggi di Prata,IT,B,2011,2011,1,3,1,0,0.0
IT51A0003,Val di Farma,IT,B,2014,2014,1,2,1,0,0.0
IT51A0005,Lago dell'Accesa,IT,B,2012,2012,1,2,1,0,0.0
IT51A0006,Padule di Scarlino,IT,B,2012,2025,5,21,14,9,0.6428571428571429
IT51A0008,Monte d'Alma,IT,B,2018,2018,1,6,1,0,0.0
IT51A0011,Padule di Diaccia Botrona,IT,C,1976,2025,22,1094,50,28,0.56
IT51A0012,Tombolo da Castiglion della Pescaia a Marina di Grosseto,IT,C,1991,2023,4,5,33,29,0.8787878787878788
IT51A0013,"Padule della Trappola, Bocca d'Ombrone",IT,A,1975,2025,25,132,51,26,0.5098039215686274
IT51A0014,Pineta Granducale dell'Uccellina,IT,C,2008,2025,15,48,18,3,0.16666666666666666
IT51A0015,Dune costiere del Parco dell'Uccellina,IT,C,2018,2024,3,4,7,4,0.5714285714285714
IT51A0016,Monti dell'Uccellina,IT,C,2002,2023,9,17,22,13,0.5909090909090909
IT51A0018,Monte Labbro e alta valle dell'Albegna,IT,C,2010,2025,16,126,16,0,0.0
IT51A0019,Alto corso del Fiume Fiora,IT,C,2012,2022,4,4,11,7,0.6363636363636364
IT51A0020,"Monte Penna, Bosco della Fonte e Monte Civitella",IT,B,2014,2020,4,5,7,3,0.42857142857142855
IT51A0021,Medio corso del Fiume Albegna,IT,C,2011,2023,4,5,13,9,0.6923076923076923
IT51A0023,Isola del Giglio,IT,C,2008,2025,9,57,18,9,0.5
IT51A0024,Isola di Giannutri - area terrestre e marina,IT,C,2013,2024,4,6,12,8,0.6666666666666666
IT51A0025,"Monte Argentario, Isolotto di Porto Ercole e Argentarola",IT,C,2008,2025,14,68,18,4,0.2222222222222222
IT51A0026,Laguna di Orbetello,IT,C,1977,2025,29,1244,49,20,0.40816326530612246
IT51A0028,Duna di Feniglia,IT,A,2009,2025,13,86,17,4,0.23529411764705882
IT51A0029,Boschi delle Colline di Capalbio,IT,B,2015,2025,2,2,11,9,0.8181818181818182
IT51A0030,"Lago Acquato, Lago San Floriano",IT,C,2015,2025,3,4,11,8,0.7272727272727273
IT51A0031,Lago di Burano,IT,B,1977,2025,20,121,49,29,0.5918367346938775
IT51A0032,Duna del Lago di Burano,IT,B,2016,2024,5,6,9,4,0.4444444444444444
IT51A0033,Lago di Burano,IT,A,1977,2025,22,333,49,27,0.5510204081632653
IT51A0036,Pianure del Parco della Maremma,IT,A,1987,2025,21,372,39,18,0.46153846153846156
IT51A0039,"Padule della Trappola, Bocca d'Ombrone",IT,B,1975,2025,25,131,51,26,0.5098039215686274
IT5210001,Boschi di Monti di Sodolungo - Rosso (Città di Castello),IT,B,2014,2014,1,1,1,0,0.0
IT5210005,Gola del Corno di Catria,IT,B,2015,2023,3,3,9,6,0.6666666666666666
IT5210009,Monte Cucco (sommità),IT,B,2020,2024,2,3,5,3,0.6
IT5210014,Monti Maggio - Nero (sommità),IT,B,2013,2015,2,2,3,1,0.3333333333333333
IT5210015,Valle del Torrente Nese - Monti Acuto - Corona,IT,B,2011,2015,3,3,5,2,0.4
IT5210016,Boschi di Castel Rigone,IT,B,2013,2013,1,1,1,0,0.0
IT5210017,Boschi di Pischiello - Torre Civitella,IT,B,2010,2024,9,20,15,6,0.4
IT5210018,Lago Trasimeno,IT,B,2010,2025,16,544,16,0,0.0
IT5210020,Boschi di Ferretto - Bagnolo,IT,B,2012,2024,3,5,13,10,0.7692307692307693
IT5210021,Monte Malbe,IT,B,2019,2019,1,1,1,0,0.0
IT5210025,Ansa degli Ornari (Perugia),IT,B,2012,2024,4,5,13,9,0.6923076923076923
IT5210026,Monti Marzolana - Montali,IT,B,2011,2024,3,4,14,11,0.7857142857142857
IT5210027,Monte Subasio (sommità),IT,B,2018,2022,2,3,5,3,0.6
IT5210028,Boschi e brughiere di Panicarola,IT,B,2011,2011,1,1,1,0,0.0
IT5210029,Boschi e brughiere di Cima Farneto - Poggio Fiorello (Mugnano),IT,B,2010,2024,5,5,15,10,0.6666666666666666
IT5210032,Piani di Annifo - Arvello,IT,B,2011,2024,7,10,14,7,0.5
IT5210036,Piano di Ricciano,IT,B,2016,2016,1,1,1,0,0.0
IT5210037,Selva di Cupigliolo,IT,B,2025,2025,1,1,1,0,0.0
IT5210040,Boschi dell'alta Valle del Nestore,IT,B,2012,2025,5,6,14,9,0.6428571428571429
IT5210053,Fiume e Fonti del Clitunno,IT,B,2025,2025,1,2,1,0,0.0
IT5210054,Fiume Tevere tra Monte Molino e Pontecuti (Tevere Morto),IT,B,2012,2021,3,6,10,7,0.7
IT5210070,Lago Trasimeno,IT,A,2010,2025,16,611,16,0,0.0
IT5210071,Monti Sibillini (versante umbro),IT,C,2011,2025,13,47,15,2,0.13333333333333333
IT5210072,Palude di Colfiorito,IT,C,2011,2025,13,63,15,2,0.13333333333333333
IT5210075,Boschi e pascoli di Fratticiola Selvatica (Valfabbrica),IT,B,2019,2019,1,1,1,0,0.0
IT5220004,Boschi di Prodo - Corbara,IT,B,2022,2022,1,1,1,0,0.0
IT5220005,Lago di Corbara,IT,B,2013,2013,1,1,1,0,0.0
IT5220011,Zona umida di Alviano,IT,B,2010,2025,16,311,16,0,0.0
IT5220013,Monte Torre Maggiore (Monti Martani),IT,B,2021,2024,4,4,4,0,0.0
IT5220019,Lago l'Aia (Narni),IT,B,2013,2024,4,4,12,8,0.6666666666666666
IT5220020,Gole di Narni - Stifone,IT,B,2024,2024,1,1,1,0,0.0
IT5220022,Lago di San Liberato,IT,B,2010,2018,7,11,9,2,0.2222222222222222
IT5220024,Valle del Tevere: Laghi di Corbara - Alviano,IT,A,2010,2025,16,319,16,0,0.0
IT5220027,Lago dell'Aia (Narni),IT,A,2013,2024,4,4,12,8,0.6666666666666666
IT5310006,Colle S. Bartolo,IT,B,2012,2024,6,11,13,7,0.5384615384615384
IT5310012,Montecalvo in Foglia,IT,B,2010,2025,9,19,16,7,0.4375
IT5310013,Mombaroccio,IT,B,2021,2021,1,2,1,0,0.0
IT5310015,Tavernelle sul Metauro,IT,B,2016,2022,4,6,7,3,0.42857142857142855
IT5310016,Gola del Furlo,IT,B,2011,2025,13,58,15,2,0.13333333333333333
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,IT,B,2017,2020,2,6,4,2,0.5
IT5310019,"Monte Catria, Monte Acuto",IT,B,2011,2025,11,22,15,4,0.26666666666666666
IT5310022,Fiume Metauro da Piano di Zucca alla foce,IT,C,2011,2025,15,116,15,0,0.0
IT5310024,Colle San Bartolo e litorale pesarese,IT,A,2012,2024,9,21,13,4,0.3076923076923077
IT5310025,Calanchi e praterie aride della media Valle del Foglia,IT,A,2010,2025,10,22,16,6,0.375
IT5310026,Monte Carpegna e Sasso Simone e Simoncello,IT,A,2010,2010,1,1,1,0,0.0
IT5310027,Mombaroccio e Beato Sante,IT,A,2021,2021,1,2,1,0,0.0
IT5310028,Tavernelle sul Metauro,IT,A,2016,2022,4,6,7,3,0.42857142857142855
IT5310029,Furlo,IT,A,2011,2025,13,58,15,2,0.13333333333333333
IT5310030,Monte Nerone e Monti di Montiego,IT,A,2017,2020,2,5,4,2,0.5
IT5310031,"Monte Catria, Monte Acuto e Monte della Strega",IT,A,2011,2025,13,26,15,2,0.13333333333333333
IT5320001,Monte lo Spicchio - Monte Columeo - Valle di S. Pietro,IT,B,2010,2010,1,2,1,0,0.0
IT5320002,Valle Scappuccia,IT,B,2010,2023,3,4,14,11,0.7857142857142857
IT5320003,Gola di Frasassi,IT,B,2011,2025,13,39,15,2,0.13333333333333333
IT5320004,Gola della Rossa,IT,B,2011,2022,6,7,12,6,0.5
IT5320006,Portonovo e falesia calcarea a mare,IT,B,2015,2025,5,8,11,6,0.5454545454545454
IT5320007,Monte Conero,IT,B,2012,2025,5,6,14,9,0.6428571428571429
IT5320009,Fiume Esino in località Ripa Bianca,IT,C,2010,2024,12,34,15,3,0.2
IT5320011,Monte Puro - Rogedano - Valleremita,IT,B,2010,2014,4,9,5,1,0.2
IT5320012,Valle Vite - Valle dell'Acquarella,IT,B,2011,2025,6,10,15,9,0.6
IT5320014,Monte Nero e Serra Santa,IT,B,2010,2014,2,2,5,3,0.6
IT5320015,Monte Conero,IT,A,2012,2025,9,14,14,5,0.35714285714285715
IT5320016,Valle Scappuccia,IT,A,2010,2023,6,10,14,8,0.5714285714285714
IT5320017,Gola della Rossa e di Frasassi,IT,A,2011,2025,13,48,15,2,0.13333333333333333
IT5320018,Monte Cucco e Monte Columeo,IT,A,2010,2013,2,3,4,2,0.5
IT5330001,Monte Ragnolo e Monte Meta (versante occidentale),IT,B,2012,2022,4,5,11,7,0.6363636363636364
IT5330002,Val di Fibbia - Valle dell'Acquasanta,IT,B,2013,2014,2,2,2,0,0.0
IT5330003,Rio Terro,IT,B,2023,2023,1,1,1,0,0.0
IT5330004,Monte Bove,IT,B,2011,2020,4,11,10,6,0.6
IT5330005,Monte Castel Manardo - Tre Santi,IT,B,2011,2024,2,3,14,12,0.8571428571428571
IT5330006,Faggete del S. Lorenzo,IT,B,2012,2022,3,5,11,8,0.7272727272727273
IT5330007,Pian Perduto,IT,B,2022,2024,2,2,3,1,0.3333333333333333
IT5330008,Valle Rapegna e Monte Cardosa,IT,C,2011,2012,2,2,2,0,0.0
IT5330017,Gola del Fiastrone,IT,B,2025,2025,1,1,1,0,0.0
IT5330020,Monte Pennino - Scurosa,IT,B,2012,2013,2,3,2,0,0.0
IT5330024,Selva dell'Abbadia di Fiastra,IT,B,2010,2021,7,11,12,5,0.4166666666666667
IT5330025,Monte San Vicino e Monte Canfaito,IT,A,2011,2025,5,11,15,10,0.6666666666666666
IT5330026,Monte Giuoco del Pallone,IT,A,2010,2014,4,9,5,1,0.2
IT5330028,"Valle Scurosa, Piano di Montelago e Gola di Pioraco",IT,A,2012,2013,2,3,2,0,0.0
IT5330029,Dalla Gola del Fiastrone al Monte Vettore,IT,A,2011,2025,14,43,15,1,0.06666666666666667
IT5340001,Litorale di Porto d'Ascoli,IT,C,2010,2025,16,158,16,0,0.0
IT5340003,Monte dell'Ascensione,IT,B,2010,2014,3,3,5,2,0.4
IT5340008,Valle della Corte,IT,B,2011,2011,1,1,1,0,0.0
IT5340013,Monte Porche - Palazzo Borghese - Monte Argentella,IT,B,2011,2025,2,2,15,13,0.8666666666666667
IT5340014,Monte Vettore e Valle del lago di Pilato,IT,B,2014,2022,6,8,9,3,0.3333333333333333
IT5340019,Valle dell'Ambro,IT,B,2021,2021,1,1,1,0,0.0
IT5340021,Monte dell'Ascensione,IT,A,2010,2014,3,3,5,2,0.4
IT6000002,Fondali antistanti Punta Morelle,IT,B,2011,2023,3,5,13,10,0.7692307692307693
IT6000003,Fondali tra le foci del Torrente Arrone e del Fiume Marta,IT,B,2013,2017,4,4,5,1,0.2
IT6000004,Fondali tra Marina di Tarquinia e Punta della Quaglia,IT,B,2011,2024,14,156,14,0,0.0
IT6000005,Fondali tra Punta S. Agostino e Punta della Mattonara,IT,B,2015,2025,8,22,11,3,0.2727272727272727
IT6000006,Fondali tra Punta del Pecoraro e Capo Linaro,IT,B,2011,2023,10,22,13,3,0.23076923076923078
IT6000007,Fondali antistanti S. Marinella,IT,B,2011,2025,14,30,15,1,0.06666666666666667
IT6000008,Secche di Macchiatonda,IT,B,2011,2025,12,47,15,3,0.2
IT6000009,Secche di Torre Flavia,IT,B,2011,2024,8,13,14,6,0.42857142857142855
IT6000011,Fondali tra Torre Astura e Capo Portiere,IT,B,2015,2016,2,2,2,0,0.0
IT6000012,Fondali tra Capo Portiere e Lago di Caprolace (foce),IT,B,2014,2023,5,7,10,5,0.5
IT6000014,Fondali tra Terracina e Lago Lungo,IT,B,2012,2014,2,3,3,1,0.3333333333333333
IT6000016,Fondali circostanti l'Isola di Ponza,IT,B,2013,2013,1,1,1,0,0.0
IT6000018,Fondali circostanti l'Isola di Ventotene,IT,B,2016,2023,2,7,8,6,0.75
IT6010001,Medio corso del Fiume Paglia,IT,B,2015,2025,4,4,11,7,0.6363636363636364
IT6010003,Monte Rufeno,IT,A,2012,2023,3,4,12,9,0.75
IT6010004,Monte Rufeno,IT,B,2012,2023,3,3,12,9,0.75
IT6010006,Valle del Fossatello,IT,B,2012,2012,1,1,1,0,0.0
IT6010007,Lago di Bolsena,IT,B,2005,2025,16,68,21,5,0.23809523809523808
IT6010008,Monti Vulsini,IT,C,2024,2024,1,1,1,0,0.0
IT6010009,Calanchi di Civita di Bagnoregio,IT,C,2012,2012,1,1,1,0,0.0
IT6010012,Lago di Mezzano,IT,B,2023,2024,2,2,2,0,0.0
IT6010013,Selva del Lamone,IT,B,2022,2025,4,28,4,0,0.0
IT6010016,Monti di Castro,IT,B,2021,2021,1,3,1,0,0.0
IT6010017,Sistema fluviale Fiora - Olpeta,IT,B,2011,2024,9,24,14,5,0.35714285714285715
IT6010018,Litorale a nord ovest delle Foci del Fiora,IT,B,2014,2020,4,7,7,3,0.42857142857142855
IT6010021,Monte Romano,IT,B,2011,2012,2,8,2,0,0.0
IT6010024,Lago di Vico,IT,B,2010,2025,14,51,16,2,0.125
IT6010026,Saline di Tarquinia,IT,C,2010,2025,16,229,16,0,0.0
IT6010027,Litorale tra Tarquinia e Montalto di Castro,IT,B,2010,2023,6,10,14,8,0.5714285714285714
IT6010028,Necropoli di Tarquinia,IT,B,2014,2016,2,3,3,1,0.3333333333333333
IT6010029,Gole del Torrente Biedano,IT,B,2015,2015,1,1,1,0,0.0
IT6010030,Area di S. Giovenale e Civitella Cesi,IT,B,2014,2014,1,2,1,0,0.0
IT6010035,Fiume Mignone (basso corso),IT,B,2016,2016,1,1,1,0,0.0
IT6010037,"Il ""Quarto"" di Barbarano Romano",IT,B,2016,2025,4,4,10,6,0.6
IT6010039,Acropoli di Tarquinia,IT,B,2012,2024,6,12,13,7,0.5384615384615384
IT6010041,Isole Bisentina e Martana,IT,B,2022,2024,3,5,3,0,0.0
IT6010055,"Lago di Bolsena, Isole Bisentina e Martana",IT,A,2005,2025,16,73,21,5,0.23809523809523808
IT6010056,Selva del Lamone e Monti di Castro,IT,A,2011,2025,11,55,15,4,0.26666666666666666
IT6010057,Lago di Vico Monte Venere e Monte Fogliano,IT,A,2010,2025,14,51,16,2,0.125
IT6010058,Monte Romano,IT,A,2011,2012,2,8,2,0,0.0
IT6020001,Piano dei Pantani,IT,B,2016,2016,1,1,1,0,0.0
IT6020005,Monti Reatini,IT,A,2012,2024,6,28,13,7,0.5384615384615384
IT6020007,Gruppo Monte Terminillo,IT,B,2013,2024,5,12,12,7,0.5833333333333334
IT6020008,Monte Fausola,IT,B,2012,2012,1,1,1,0,0.0
IT6020011,Laghi Lungo e Ripasottile,IT,C,2010,2025,16,323,16,0,0.0
IT6020012,Piana di S. Vittorino - Sorgenti del Peschiera,IT,B,2012,2012,1,2,1,0,0.0
IT6020017,Monte Tancia e Monte Pizzuto,IT,C,2011,2017,4,4,7,3,0.42857142857142855
IT6020020,Monti della Duchessa (area sommitale),IT,B,2012,2022,4,8,11,7,0.6363636363636364
IT6020021,Monte Duchessa - Vallone Cieco e Bosco Cartore,IT,B,2014,2024,3,4,11,8,0.7272727272727273
IT6020025,Monti della Laga (Area Sommitale),IT,B,2014,2014,1,1,1,0,0.0
IT6020046,Riserva naturale Montagne della Duchessa,IT,A,2012,2024,10,21,13,3,0.23076923076923078
IT6030001,Fiume Mignone (medio corso),IT,B,2004,2025,16,32,22,6,0.2727272727272727
IT6030003,Boschi mesofili di Allumiere,IT,B,2013,2023,4,31,11,7,0.6363636363636364
IT6030004,Valle di Rio Fiume,IT,B,2011,2025,7,17,15,8,0.5333333333333333
IT6030005,Comprensorio Tolfetano-Cerite-Manziate,IT,A,2002,2025,19,787,24,5,0.20833333333333334
IT6030008,Macchia di Manziana,IT,B,2014,2024,5,6,11,6,0.5454545454545454
IT6030009,Caldara di Manziana,IT,B,2018,2025,5,7,8,3,0.375
IT6030010,Lago di Bracciano,IT,B,2010,2025,16,186,16,0,0.0
IT6030011,Valle del Cremera - Zona del Sorbo,IT,B,2023,2023,1,1,1,0,0.0
IT6030012,Riserva naturale Tevere Farfa,IT,C,2010,2025,15,131,16,1,0.0625
IT6030018,Cerquone - Doganella,IT,B,2008,2015,2,3,8,6,0.75
IT6030019,Macchiatonda,IT,C,2010,2025,16,218,16,0,0.0
IT6030020,Torre Flavia,IT,A,2010,2025,16,350,16,0,0.0
IT6030022,Bosco di Palo Laziale,IT,B,2011,2025,11,34,15,4,0.26666666666666666
IT6030023,Macchia Grande di Focene e Macchia dello Stagneto,IT,B,2010,2025,15,134,16,1,0.0625
IT6030024,Isola Sacra,IT,B,2014,2025,4,5,12,8,0.6666666666666666
IT6030025,Macchia Grande di Ponte Galeria,IT,B,2012,2025,11,53,14,3,0.21428571428571427
IT6030027,Castel Porziano (fascia costiera),IT,B,2014,2024,4,6,11,7,0.6363636363636364
IT6030028,Castel Porziano (querceti igrofili),IT,B,2012,2012,1,1,1,0,0.0
IT6030029,Monti Lucretili,IT,A,2011,2024,7,10,14,7,0.5
IT6030031,Monte Pellecchia,IT,B,2011,2014,3,3,4,1,0.25
IT6030035,Monte Guadagnolo,IT,B,2017,2024,2,3,8,6,0.75
IT6030038,Lago di Albano,IT,C,2025,2025,1,1,1,0,0.0
IT6030040,Monte Autore e Monti Simbruini centrali,IT,B,2011,2024,8,17,14,6,0.42857142857142855
IT6030043,Monti Lepini,IT,A,2012,2025,11,54,14,3,0.21428571428571427
IT6030045,Lido dei Gigli,IT,B,2011,2024,9,32,14,5,0.35714285714285715
IT6030049,Zone umide a ovest del Fiume Astura,IT,B,2010,2012,2,3,3,1,0.3333333333333333
IT6030052,Villa Borghese e Villa Pamphili,IT,B,2010,2025,16,85,16,0,0.0
IT6030053,Sughereta di Castel di Decima,IT,B,2012,2024,5,6,13,8,0.6153846153846154
IT6030084,Castel Porziano (Tenuta presidenziale),IT,A,2011,2025,10,28,15,5,0.3333333333333333
IT6030085,Comprensorio Bracciano-Martignano,IT,A,2010,2025,16,282,16,0,0.0
IT6040002,Ninfa (ambienti acquatici),IT,B,2014,2025,9,19,12,3,0.25
IT6040003,Laghi Gricilli,IT,B,2012,2025,6,14,14,8,0.5714285714285714
IT6040009,Monte S. Angelo,IT,B,2014,2022,5,7,9,4,0.4444444444444444
IT6040010,Lago di Fondi,IT,C,2013,2025,8,26,13,5,0.38461538461538464
IT6040012,"Laghi Fogliano, Monaci, Caprolace e Pantani dell'Inferno",IT,B,2002,2025,17,1191,24,7,0.2916666666666667
IT6040013,Lago di Sabaudia,IT,B,2013,2022,5,5,10,5,0.5
IT6040014,Foresta Demaniale del Circeo,IT,B,2012,2019,3,6,8,5,0.625
IT6040015,Parco Nazionale del Circeo,IT,A,2002,2025,17,1892,24,7,0.2916666666666667
IT6040016,Promontorio del Circeo (Quarto Caldo),IT,B,2022,2022,1,1,1,0,0.0
IT6040017,Promontorio del Circeo (Quarto Freddo),IT,B,2021,2021,1,1,1,0,0.0
IT6040018,Dune del Circeo,IT,B,2010,2025,13,33,16,3,0.1875
IT6040019,"Isole di Ponza, Palmarola, Zannone, Ventotene e S. Stefano",IT,A,2013,2025,6,29,13,7,0.5384615384615384
IT6040022,Costa rocciosa tra Sperlonga e Gaeta,IT,C,2013,2025,2,2,13,11,0.8461538461538461
IT6040043,Monti Ausoni e Aurunci,IT,A,2010,2025,9,15,16,7,0.4375
IT6050004,Monte Viglio (area sommitale),IT,B,2014,2024,2,2,11,9,0.8181818181818182
IT6050008,Monti Simbruini ed Ernici,IT,A,2005,2025,16,61,21,5,0.23809523809523808
IT6050009,Campo Catino,IT,B,2024,2024,1,1,1,0,0.0
IT6050012,Monte Passeggio e Pizzo Deta (area sommitale),IT,B,2015,2015,1,1,1,0,0.0
IT6050014,Vallone Lacerno (fondovalle),IT,B,2018,2018,1,1,1,0,0.0
IT6050015,Lago di Posta Fibreno,IT,C,2012,2022,7,18,11,4,0.36363636363636365
IT6050017,Pendici di Colle Nero,IT,B,2015,2023,3,3,9,6,0.6666666666666666
IT6050018,Cime del Massiccio della Meta,IT,B,2013,2023,4,5,11,7,0.6363636363636364
IT6050020,Val Canneto,IT,B,2014,2023,2,4,10,8,0.8
IT6050027,Gole del Fiume Melfa,IT,C,2011,2013,2,3,3,1,0.3333333333333333
IT7110075,Serra e Gole di Celano - Val d'Arano,IT,B,2010,2024,14,59,15,1,0.06666666666666667
IT7110090,Colle del Rascito,IT,B,2019,2025,2,2,7,5,0.7142857142857143
IT7110091,Monte Arunzo e Monte Arezzo,IT,B,2011,2023,6,14,13,7,0.5384615384615384
IT7110092,Monte Salviano,IT,B,2014,2021,3,3,8,5,0.625
IT7110097,Fiumi Giardino - Sagittario - Aterno - Sorgenti del Pescara,IT,B,2020,2025,2,4,6,4,0.6666666666666666
IT7110099,Gole del Sagittario,IT,B,2007,2025,2,2,19,17,0.8947368421052632
IT7110104,Cerrete di Monte Pagano e Feudozzo,IT,B,2014,2021,2,2,8,6,0.75
IT7110128,Parco Nazionale Gran Sasso - Monti della Laga,IT,A,2010,2025,16,175,16,0,0.0
IT7110130,Sirente Velino,IT,A,2010,2025,16,352,16,0,0.0
IT7110202,Gran Sasso,IT,B,2011,2025,15,84,15,0,0.0
IT7110204,Maiella Sud Ovest,IT,B,2008,2024,3,3,17,14,0.8235294117647058
IT7110205,Parco Nazionale d'Abruzzo,IT,B,2002,2025,18,82,24,6,0.25
IT7110206,Monte Sirente e Monte Velino,IT,B,2010,2025,15,80,16,1,0.0625
IT7110207,Monti Simbruini,IT,C,2013,2024,6,7,12,6,0.5
IT7110209,Primo tratto del Fiume Tirino e Macchiozze di San Vito,IT,B,2012,2022,2,2,11,9,0.8181818181818182
IT7120083,Calanchi di Atri,IT,B,2013,2013,1,1,1,0,0.0
IT7120132,"Parco Nazionale d'Abruzzo, Lazio e Molise ed aree limitrofe",IT,A,2002,2025,18,113,24,6,0.25
IT7120201,Monti della Laga e Lago di Campotosto,IT,B,2011,2019,4,8,9,5,0.5555555555555556
