SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
SE0230222,Malmviksängen,SE,B,1980,2025,7,19,46,39,0.8478260869565217
SE0230223,Fornborgen-Grävsten,SE,B,1992,2024,6,14,33,27,0.8181818181818182
SE0230224,Herrsätter,SE,B,2013,2025,4,4,13,9,0.6923076923076923
SE0230225,Bjärhult,SE,B,2000,2022,3,3,23,20,0.8695652173913043
SE0230226,Bösebo,SE,B,1998,2018,2,18,21,19,0.9047619047619048
SE0230227,Gökshult,SE,B,2000,2024,6,29,25,19,0.76
SE0230228,Karsbo,SE,B,1998,2018,5,24,21,16,0.7619047619047619
SE0230229,Valla-Ingvaldstorp,SE,B,1974,1975,2,7,2,0,0.0
SE0230230,Stockmossen,SE,B,1996,2023,3,3,28,25,0.8928571428571429
SE0230231,Galmsås,SE,B,1955,2025,7,15,71,64,0.9014084507042254
SE0230232,Ivranäs,SE,A,1993,2022,3,3,30,27,0.9
SE0230233,Brodderyds äng,SE,B,1990,1997,8,14,8,0,0.0
SE0230234,Djupviksbäcken,SE,B,1984,2011,15,43,28,13,0.4642857142857143
SE0230235,Ekeberg Västergård,SE,B,2011,2011,1,2,1,0,0.0
SE0230236,Djurön,SE,B,1980,2025,12,63,46,34,0.7391304347826086
SE0230237,Ekhult,SE,B,1995,2013,3,5,19,16,0.8421052631578947
SE0230238,Ekhultebergen,SE,C,1997,2025,4,26,29,25,0.8620689655172413
SE0230239,Fränntorpkärret,SE,B,2005,2005,1,2,1,0,0.0
SE0230240,Ringarhultsån,SE,B,1974,2025,11,28,52,41,0.7884615384615384
SE0230241,Gumby-Bultsbols odlingslandskap,SE,B,1995,2020,3,10,26,23,0.8846153846153846
SE0230242,Idhult,SE,B,1975,2024,16,104,50,34,0.68
SE0230243,Götala kalkfuktäng,SE,B,2005,2024,5,6,20,15,0.75
SE0230244,Västra Karlsbo kalkkärr,SE,B,1978,2005,5,14,28,23,0.8214285714285714
SE0230245,Korphålorna,SE,C,2002,2005,3,4,4,1,0.25
SE0230246,Kottorp,SE,B,2020,2024,2,2,5,3,0.6
SE0230248,Kulla ängar,SE,B,1996,1996,1,2,1,0,0.0
SE0230250,Lagmansro källmyr,SE,B,1979,2023,23,135,45,22,0.4888888888888889
SE0230251,Kättilstad,SE,B,1995,2020,3,4,26,23,0.8846153846153846
SE0230252,Lärkemålen,SE,B,2022,2022,1,3,1,0,0.0
SE0230254,Omberg,SE,C,1773,2025,122,1355,253,131,0.5177865612648221
SE0230255,Ramshult,SE,B,2004,2020,3,5,17,14,0.8235294117647058
SE0230256,Rödgölen-Svartgölen,SE,C,1997,2025,15,72,29,14,0.4827586206896552
SE0230257,Sibborp,SE,B,2017,2022,3,18,6,3,0.5
SE0230258,Sjöstorpsmyren,SE,B,1970,2015,9,29,46,37,0.8043478260869565
SE0230259,Stora Ljunamyren,SE,B,2005,2023,3,5,19,16,0.8421052631578947
SE0230261,Svensmarö,SE,B,1996,2024,5,23,29,24,0.8275862068965517
SE0230262,Sörstugan,SE,B,2003,2019,3,5,17,14,0.8235294117647058
SE0230264,Mjälnäs sumpskog,SE,B,2018,2018,1,2,1,0,0.0
SE0230265,Tyttorp,SE,B,2020,2021,2,6,2,0,0.0
SE0230266,Uggleholmarna,SE,B,1816,2020,3,12,205,202,0.9853658536585366
SE0230267,Vessers udde,SE,B,1921,2025,5,50,105,100,0.9523809523809523
SE0230268,Vättern (östra),SE,C,1847,2025,64,2351,179,115,0.6424581005586593
SE0230269,Vida Vättern,SE,B,1985,2017,6,26,33,27,0.8181818181818182
SE0230271,Älgbosätter,SE,B,2007,2018,5,18,12,7,0.5833333333333334
SE0230272,Ölstadsjön,SE,C,1985,2020,4,4,36,32,0.8888888888888888
SE0230273,Össby lindäng,SE,B,1998,2025,7,15,28,21,0.75
SE0230274,Hattorp,SE,B,2007,2021,4,16,15,11,0.7333333333333333
SE0230275,Kristberg,SE,B,2017,2023,3,41,7,4,0.5714285714285714
SE0230276,Stora och Lilla Löpgöl,SE,B,1994,2018,5,6,25,20,0.8
SE0230277,Magnehults domänreservat,SE,B,2003,2025,3,5,23,20,0.8695652173913043
SE0230279,Tolefors-Lagerlunda,SE,B,1993,2025,17,93,33,16,0.48484848484848486
SE0230281,Algutsbo,SE,B,2015,2015,1,6,1,0,0.0
SE0230282,Bjärka Säby äng,SE,B,1973,2025,10,31,53,43,0.8113207547169812
SE0230283,Bjäsätter-Perstorp,SE,B,2021,2021,1,1,1,0,0.0
SE0230284,Bjäsätter,SE,B,2012,2021,7,10,10,3,0.3
SE0230286,Bösemålen,SE,B,2020,2023,2,8,4,2,0.5
SE0230287,Dammhulteån,SE,B,2019,2024,3,6,6,3,0.5
SE0230288,Holmsjöhultängen,SE,B,2025,2025,1,4,1,0,0.0
SE0230289,Iglingen,SE,B,2001,2001,1,1,1,0,0.0
SE0230291,Kvillingeförkastningen,SE,C,1994,2025,13,60,32,19,0.59375
SE0230292,Misterfall,SE,B,1968,2022,11,94,55,44,0.8
SE0230294,Ramsdal,SE,B,2007,2020,2,3,14,12,0.8571428571428571
SE0230295,Sjökroken,SE,B,1997,2020,14,68,24,10,0.4166666666666667
SE0230296,Stora Kullen,SE,B,1997,2006,2,16,10,8,0.8
SE0230297,Hovanäs kalkfuktäng,SE,B,1978,2016,6,9,39,33,0.8461538461538461
SE0230298,Borghamns kalkkärr,SE,B,1919,2015,4,10,97,93,0.9587628865979382
SE0230299,Marstad,SE,B,1948,2023,16,53,76,60,0.7894736842105263
SE0230300,Soldatängen Motala,SE,B,1994,2025,9,64,32,23,0.71875
SE0230301,Åtvidabergs tätort,SE,B,2003,2024,3,6,22,19,0.8636363636363636
SE0230302,Stentorpsmyren-Svarthagen,SE,B,1977,2006,4,7,30,26,0.8666666666666667
SE0230303,Krankensjöarnas sumpskogar,SE,B,1955,2022,5,34,68,63,0.9264705882352942
SE0230304,Jonsbo,SE,B,1996,2012,2,2,17,15,0.8823529411764706
SE0230305,Motala äng,SE,B,1989,2024,5,8,36,31,0.8611111111111112
SE0230306,Skriketorpsravinen,SE,B,1994,2021,5,6,28,23,0.8214285714285714
SE0230307,Byckorp,SE,B,2025,2025,1,3,1,0,0.0
SE0230311,Hagalund,SE,B,1997,1997,1,1,1,0,0.0
SE0230312,Rinnamyren,SE,B,2005,2012,2,6,8,6,0.75
SE0230314,Valö,SE,B,2000,2025,5,15,26,21,0.8076923076923077
SE0230315,Skrikstad,SE,B,2017,2017,1,3,1,0,0.0
SE0230316,Torrberga rikkärr och sumpskog,SE,B,1985,2021,7,15,37,30,0.8108108108108109
SE0230320,Lilla Morlejan,SE,B,1994,2024,3,9,31,28,0.9032258064516129
SE0230321,Malmölandets ekbackar,SE,B,1951,2023,5,12,73,68,0.9315068493150684
SE0230322,Vegalla,SE,C,1997,2023,10,41,27,17,0.6296296296296297
SE0230323,Västra Eneby,SE,B,2011,2021,4,6,11,7,0.6363636363636364
SE0230324,Västra Harg,SE,C,1997,2025,13,53,29,16,0.5517241379310345
SE0230326,Örberga,SE,B,1975,2020,3,3,46,43,0.9347826086956522
SE0230327,Aspöja slåtteräng,SE,B,2001,2001,1,13,1,0,0.0
SE0230328,Missjö,SE,C,2000,2013,8,33,14,6,0.42857142857142855
SE0230329,Ekebergs lövskog,SE,B,1993,2024,5,36,32,27,0.84375
SE0230330,Ekön Dovern,SE,B,1849,2024,6,21,176,170,0.9659090909090909
SE0230331,Holkaberg,SE,B,1773,2021,15,60,249,234,0.9397590361445783
SE0230332,Kimstad ekbacke,SE,B,1997,2021,2,2,25,23,0.92
SE0230333,Prästängsuddens lövskog,SE,B,1974,2025,4,9,52,48,0.9230769230769231
SE0230334,Stockhult,SE,B,2003,2023,2,6,21,19,0.9047619047619048
SE0230335,Govlösa kalktorräng,SE,B,1974,2008,4,8,35,31,0.8857142857142857
SE0230336,Torpa Östergård,SE,B,2000,2000,1,2,1,0,0.0
SE0230337,Trolleflod,SE,C,1994,2022,8,23,29,21,0.7241379310344828
SE0230338,Trulstorpet,SE,B,1996,1996,1,2,1,0,0.0
SE0230339,Bredsjömossen,SE,C,2006,2025,5,48,20,15,0.75
SE0230340,Gibbehult,SE,B,2014,2015,2,4,2,0,0.0
SE0230341,Södra Häggebo,SE,B,2020,2020,1,1,1,0,0.0
SE0230342,Tinnerö eklandskap,SE,C,1814,2025,81,1356,212,131,0.6179245283018868
SE0230343,Håleberget,SE,B,1998,2025,10,32,28,18,0.6428571428571429
SE0230344,Fagerhult,SE,B,1990,1990,1,1,1,0,0.0
SE0230345,Fundshult,SE,B,1975,2021,7,33,47,40,0.851063829787234
SE0230346,Stora Hjälmmossen,SE,B,2022,2024,3,10,3,0,0.0
SE0230347,Petersborg,SE,B,2021,2021,1,2,1,0,0.0
SE0230348,Hilltorps kalkkärr,SE,B,1998,2020,6,42,23,17,0.7391304347826086
SE0230349,Vidingsjö,SE,B,1995,2025,8,27,31,23,0.7419354838709677
SE0230350,Hanekulla,SE,B,1995,2025,2,16,31,29,0.9354838709677419
SE0230351,Klevberget Sonebo,SE,B,1956,2025,5,21,70,65,0.9285714285714286
SE0230352,Vagnsmossen,SE,B,1960,2022,3,9,63,60,0.9523809523809523
SE0230353,Ullstämma,SE,B,1995,2025,12,38,31,19,0.6129032258064516
SE0230354,Marmorbruket,SE,B,1974,2025,18,108,52,34,0.6538461538461539
SE0230355,Föllingsö,SE,B,1991,2025,19,124,35,16,0.45714285714285713
SE0230356,Långserum,SE,B,2000,2023,2,3,24,22,0.9166666666666666
SE0230357,Ödemark,SE,B,1993,2021,7,14,29,22,0.7586206896551724
SE0230358,Högved,SE,B,2020,2023,3,4,4,1,0.25
SE0230361,Ribbingsholm,SE,B,1966,2017,4,6,52,48,0.9230769230769231
SE0230363,Ågelsjön,SE,C,1872,2025,22,93,154,132,0.8571428571428571
SE0230364,Hästenäs,SE,C,1974,2025,16,107,52,36,0.6923076923076923
SE0230365,Kastad kulle torräng,SE,B,1974,2025,20,66,52,32,0.6153846153846154
SE0230366,Krogsfall,SE,B,1995,2022,3,6,28,25,0.8928571428571429
SE0230367,Lunnsjöskogen,SE,B,1997,2020,3,3,24,21,0.875
SE0230368,Ramunderberget,SE,B,1862,2020,13,39,159,146,0.9182389937106918
SE0230369,Stora Lund,SE,B,1994,2019,6,7,26,20,0.7692307692307693
SE0230370,Stora Rimmö,SE,B,2024,2024,1,21,1,0,0.0
SE0230371,Ullebergsskogen,SE,B,2013,2023,3,9,11,8,0.7272727272727273
SE0230372,Uvmarö,SE,B,2020,2020,1,2,1,0,0.0
SE0230373,Västerby,SE,B,1980,2025,22,73,46,24,0.5217391304347826
SE0230374,Stora Mossen (Igelfors),SE,C,2015,2015,1,1,1,0,0.0
SE0230375,Trangölamyren (Östgötadelen),SE,B,2006,2006,1,10,1,0,0.0
SE0230376,Bråxvik,SE,B,2000,2023,3,8,24,21,0.875
SE0230377,Ingelstorp,SE,B,1998,2025,3,3,28,25,0.8928571428571429
SE0230378,Ramnö- och Utsättersfjärden,SE,B,1964,2019,4,7,56,52,0.9285714285714286
SE0230379,Tokorp,SE,B,2013,2024,6,15,12,6,0.5
SE0230380,Tyresfall,SE,B,2003,2024,4,6,22,18,0.8181818181818182
SE0230381,Stämma,SE,B,2013,2025,5,19,13,8,0.6153846153846154
SE0230382,Passdalsån,SE,B,1994,2022,4,6,29,25,0.8620689655172413
SE0230383,Storån vid Falerum,SE,B,2006,2021,7,31,16,9,0.5625
SE0230384,Bomhult,SE,B,1995,2023,8,24,29,21,0.7241379310344828
SE0230386,Södra Freberga-Jerusalemsviken,SE,B,1873,2025,17,64,153,136,0.8888888888888888
SE0230387,Viggeby,SE,C,1820,2025,19,128,206,187,0.9077669902912622
SE0230388,Västra Roxen,SE,A,1815,2025,18,57,211,193,0.9146919431279621
SE0230389,Södra Bråviken,SE,A,1962,2022,13,48,61,48,0.7868852459016393
SE0230390,Pinnarpsbäcken/Stenån,SE,B,2004,2019,5,8,16,11,0.6875
SE0230391,Göta Kanal (Vättern-Roxen),SE,B,1800,2025,10,17,226,216,0.9557522123893806
SE0230392,Lera Kalkkärr,SE,B,1974,2022,5,10,49,44,0.8979591836734694
SE0230393,Vålberga Mosse,SE,B,2015,2024,4,6,10,6,0.6
SE0230394,Södra Lunda,SE,B,1964,1998,2,3,35,33,0.9428571428571428
SE0230395,Arnö (delar av),SE,B,2018,2024,2,7,7,5,0.7142857142857143
SE0230396,Kullarp,SE,B,1988,2019,6,87,32,26,0.8125
SE0230397,Kapellån vid Lagerlunda,SE,B,1995,2020,4,13,26,22,0.8461538461538461
SE0240001,Tivedens nationalpark (västra),SE,C,1972,2025,21,84,54,33,0.6111111111111112
SE0240002,Fagertärn,SE,B,2017,2025,4,5,9,5,0.5555555555555556
SE0240004,Snavlunda Tjälvesta,SE,B,1767,2025,33,142,259,226,0.8725868725868726
SE0240009,Skagershultsmossen,SE,C,2019,2023,3,35,5,2,0.4
SE0240011,Sotterns skärgård,SE,C,2017,2025,6,20,9,3,0.3333333333333333
SE0240017,Latorpsängarna,SE,B,1970,2025,22,76,56,34,0.6071428571428571
SE0240021,Råmossen-Lomtjärnsmossen,SE,B,1996,2007,2,3,12,10,0.8333333333333334
SE0240022,Trangärdet,SE,C,2018,2021,2,4,4,2,0.5
SE0240024,Näsmarkerna,SE,B,1961,2025,27,128,65,38,0.5846153846153846
SE0240027,Östra Trolldalen,SE,B,1995,2025,4,7,31,27,0.8709677419354839
SE0240028,Kvarnbäcken-Lärkesån,SE,B,1993,2025,11,20,33,22,0.6666666666666666
SE0240029,Brunstorpskärret,SE,B,1952,2024,11,41,73,62,0.8493150684931506
SE0240030,Liaskogen,SE,B,2024,2024,1,1,1,0,0.0
SE0240032,Grönbo,SE,C,1985,2025,10,22,41,31,0.7560975609756098
SE0240034,Murstensdalen,SE,C,2007,2021,3,27,15,12,0.8
SE0240035,Björskogsnäs,SE,B,1883,2025,21,55,143,122,0.8531468531468531
SE0240037,Knuthöjdsmossen,SE,C,1994,2024,8,14,31,23,0.7419354838709677
SE0240038,Limberget,SE,B,2010,2021,2,3,12,10,0.8333333333333334
SE0240039,Kindla,SE,C,1978,2025,9,16,48,39,0.8125
SE0240040,Salboknös,SE,B,2013,2013,1,1,1,0,0.0
SE0240042,Römyren,SE,C,2019,2024,5,17,6,1,0.16666666666666666
SE0240045,Norra Vätterns skärgård,SE,C,1970,2025,15,641,56,41,0.7321428571428571
SE0240051,Dovrasjödalen,SE,B,1972,2021,6,21,50,44,0.88
SE0240052,Fisksjön,SE,C,1974,2020,7,13,47,40,0.851063829787234
SE0240053,Herrfallsäng,SE,B,1962,2025,27,218,64,37,0.578125
SE0240054,Garphyttans nationalpark,SE,B,1981,2025,22,266,45,23,0.5111111111111111
SE0240055,Älvhytteängen,SE,B,1974,2025,47,125,52,5,0.09615384615384616
SE0240056,Ekåsen,SE,B,1964,2019,14,52,56,42,0.75
SE0240057,Nalavibergs ekäng,SE,B,1970,2025,15,65,56,41,0.7321428571428571
SE0240058,Kvismarens naturreservat,SE,C,1964,2025,39,341,62,23,0.3709677419354839
SE0240059,Oset-Rynningeviken,SE,C,1945,2025,37,402,81,44,0.5432098765432098
SE0240061,Utnäset,SE,B,1970,2021,4,4,52,48,0.9230769230769231
SE0240062,Geråsen,SE,B,1978,2016,9,27,39,30,0.7692307692307693
SE0240063,Järleån,SE,B,1975,2025,31,190,51,20,0.39215686274509803
SE0240065,Lomtjärnsmossen,SE,B,1994,1994,1,1,1,0,0.0
SE0240067,Helgedomen,SE,B,2022,2022,1,4,1,0,0.0
SE0240069,Sköllersta prästäng,SE,B,1976,2024,4,5,49,45,0.9183673469387755
SE0240070,Rockebro,SE,B,1908,2025,16,43,118,102,0.864406779661017
SE0240072,Lidetorpsmon,SE,B,1994,2014,2,2,21,19,0.9047619047619048
SE0240073,Grängshytteforsarna,SE,B,2005,2025,2,2,21,19,0.9047619047619048
SE0240074,Mantorp,SE,B,1981,2023,14,80,43,29,0.6744186046511628
SE0240075,Trystorps ekäng,SE,B,1964,2024,20,55,61,41,0.6721311475409836
SE0240076,Råsvalens naturreservat,SE,B,1991,2025,6,10,35,29,0.8285714285714286
SE0240077,Lillsjöbäcken-Järlehyttebäcken,SE,B,1988,2024,25,122,37,12,0.32432432432432434
SE0240078,Björka lertag,SE,C,1923,2025,20,151,103,83,0.8058252427184466
SE0240079,Glottrakärret-Venerna,SE,B,1994,2024,4,12,31,27,0.8709677419354839
SE0240082,Sörön,SE,B,1866,2025,22,76,160,138,0.8625
SE0240083,Fåran,SE,B,1984,1989,2,2,6,4,0.6666666666666666
SE0240084,Svartkärr,SE,B,1973,2016,6,11,44,38,0.8636363636363636
SE0240086,Spångabäcken,SE,B,1990,2025,25,860,36,11,0.3055555555555556
SE0240087,Sörsjön,SE,B,1978,2007,6,11,30,24,0.8
SE0240088,Munkhyttan,SE,B,1987,2025,30,1505,39,9,0.23076923076923078
SE0240090,Lejakärret,SE,B,1987,2025,38,170,39,1,0.02564102564102564
SE0240093,Brattforsen,SE,B,2006,2017,3,12,12,9,0.75
SE0240094,Tåsta,SE,B,1999,2025,14,44,27,13,0.48148148148148145
SE0240096,Håkansbodaberget,SE,B,1994,2020,3,5,27,24,0.8888888888888888
SE0240099,Vättern (norra),SE,B,1975,2011,10,851,37,27,0.7297297297297297
SE0240100,Spångabäcken-norra,SE,B,1988,2025,34,1105,38,4,0.10526315789473684
SE0240101,Olles Hage,SE,B,1990,2023,5,7,34,29,0.8529411764705882
SE0240103,Trehörnings masugn,SE,B,1989,2007,5,8,19,14,0.7368421052631579
SE0240105,Dammossen-Röbergshagemossen,SE,B,1999,2002,2,2,4,2,0.5
SE0240106,Kopparbergs äng,SE,B,1961,2025,10,28,65,55,0.8461538461538461
SE0240107,Övre Nittälvsdalen,SE,B,1996,2022,5,12,27,22,0.8148148148148148
SE0240108,Grythem,SE,B,1996,2016,2,3,21,19,0.9047619047619048
SE0240110,Lekeberga-Sälven,SE,B,1939,2024,20,121,86,66,0.7674418604651163
SE0240111,Skåle,SE,B,1976,2025,15,62,50,35,0.7
SE0240112,Klockarudden,SE,B,1995,1995,1,1,1,0,0.0
SE0240113,Ullavi,SE,B,2008,2008,1,3,1,0,0.0
SE0240114,Orrkulla,SE,B,1974,2021,4,10,48,44,0.9166666666666666
SE0240115,Prinskullen,SE,B,2000,2000,1,3,1,0,0.0
SE0240116,Tomta hagar,SE,B,1962,2025,12,36,64,52,0.8125
SE0240117,Nittälvsbrännan,SE,B,2023,2023,1,5,1,0,0.0
SE0240120,Harge uddar,SE,B,1962,2021,8,35,60,52,0.8666666666666667
SE0240121,Jönsaskogen,SE,B,1993,2023,4,5,31,27,0.8709677419354839
SE0240122,Kroksjöskogen,SE,B,2000,2015,2,3,16,14,0.875
SE0240123,Hässelkulla,SE,B,1999,2019,4,6,21,17,0.8095238095238095
SE0240125,Broby äng,SE,B,1998,2024,10,52,27,17,0.6296296296296297
SE0240126,Lindhult,SE,B,1959,1959,1,5,1,0,0.0
SE0240127,Torkesviken,SE,B,1990,2024,9,30,35,26,0.7428571428571429
SE0240128,Bo,SE,B,1976,2021,5,6,46,41,0.8913043478260869
SE0240129,Hagaberg,SE,B,1995,2022,3,5,28,25,0.8928571428571429
SE0240130,Äspsätter,SE,B,2005,2017,2,4,13,11,0.8461538461538461
SE0240131,Ånnaboda,SE,B,1933,2025,15,257,93,78,0.8387096774193549
SE0240132,Dunderklintarna,SE,B,1999,2020,2,2,22,20,0.9090909090909091
SE0240133,Venakärret,SE,B,1954,2025,46,629,72,26,0.3611111111111111
SE0240134,Vissberga lertag,SE,C,2023,2023,1,2,1,0,0.0
SE0240135,Spåsa,SE,B,2002,2016,2,2,15,13,0.8666666666666667
SE0240136,Lindön,SE,B,1938,2016,5,9,79,74,0.9367088607594937
SE0240137,Stora Kortorp,SE,B,1971,2025,6,29,55,49,0.8909090909090909
SE0240138,Hjärttorp,SE,B,1980,1990,2,5,11,9,0.8181818181818182
SE0240139,Sixtorp,SE,B,1993,2024,12,14,32,20,0.625
SE0240140,Lekhyttan,SE,B,1989,2024,15,20,36,21,0.5833333333333334
SE0240141,Härvesta norra,SE,B,2006,2022,3,4,17,14,0.8235294117647058
SE0240142,Svenshyttan,SE,B,1999,2025,9,43,27,18,0.6666666666666666
SE0240143,Södra Vissboda,SE,B,1987,2021,3,8,35,32,0.9142857142857143
SE0240144,Vinna,SE,B,1986,2017,3,5,32,29,0.90625
SE0240145,Norra Nyckelhult,SE,B,1962,2019,6,17,58,52,0.896551724137931
SE0240146,Finnåkerssjön-Österhammarssjön,SE,B,2023,2025,2,3,3,1,0.3333333333333333
SE0240147,Näset,SE,B,1971,2016,4,22,46,42,0.9130434782608695
SE0240149,Hyttebacken,SE,B,1993,2025,8,23,33,25,0.7575757575757576
SE0240150,Prästgården,SE,B,1993,2013,2,3,21,19,0.9047619047619048
SE0240151,Grönelid,SE,B,2002,2023,6,11,22,16,0.7272727272727273
SE0240152,Berga,SE,B,1978,2024,20,42,47,27,0.574468085106383
SE0240153,Norra Mossby,SE,B,1972,2025,14,57,54,40,0.7407407407407407
SE0240154,Södra Mossby,SE,B,2015,2015,1,1,1,0,0.0
SE0240155,Ekeby-Almby,SE,B,1973,2025,10,42,53,43,0.8113207547169812
SE0240156,Tysslingen,SE,C,1979,2025,24,122,47,23,0.48936170212765956
SE0240157,Viken,SE,B,1987,1999,3,4,13,10,0.7692307692307693
SE0240158,Berget,SE,B,1928,2023,15,53,96,81,0.84375
SE0240159,Bromängen,SE,B,2007,2024,6,27,18,12,0.6666666666666666
SE0240161,Djupedal,SE,B,1994,1994,1,1,1,0,0.0
SE0240162,Jätteberget,SE,B,2010,2015,2,2,6,4,0.6666666666666666
SE0240164,Svennevadsån,SE,B,1993,2025,7,12,33,26,0.7878787878787878
SE0240167,Ekeby dreve,SE,B,2022,2022,1,7,1,0,0.0
SE0240169,Getapulien,SE,C,2017,2022,4,17,6,2,0.3333333333333333
SE0240174,Långa tjärnarna,SE,B,2019,2019,1,2,1,0,0.0
SE0240176,Nasta,SE,B,1979,2025,14,25,47,33,0.7021276595744681
SE0240181,Sveafallen,SE,B,1994,2021,3,6,28,25,0.8928571428571429
SE0240185,Ängsmossetjärnarna-Gällsjöhöjden,SE,B,,,0,3,,,
SE0250005,Strömsholm,SE,C,1970,2025,26,353,56,30,0.5357142857142857
SE0250006,Kalvholmen,SE,B,1981,2019,2,9,39,37,0.9487179487179487
SE0250008,Ridöarkipelagen,SE,C,1922,2025,30,562,104,74,0.7115384615384616
SE0250009,Ängsö,SE,C,1971,2025,34,3478,55,21,0.38181818181818183
SE0250010,Hästholmarna,SE,B,1921,2025,18,296,105,87,0.8285714285714286
SE0250018,Lappland,SE,C,1973,2024,12,30,52,40,0.7692307692307693
SE0250019,Stora Flyten och Stormossen,SE,C,2002,2025,9,60,24,15,0.625
SE0250022,Vitmossen,SE,C,2024,2024,1,4,1,0,0.0
SE0250024,Råmyran,SE,B,1974,2018,2,5,45,43,0.9555555555555556
SE0250031,Kolpelle,SE,B,1993,2022,5,16,30,25,0.8333333333333334
SE0250032,Bredmossen syd,SE,C,1928,1987,4,46,60,56,0.9333333333333333
SE0250033,Bysjöholmarna,SE,B,2008,2008,1,4,1,0,0.0
SE0250038,Stengärdet,SE,B,1996,2006,2,2,11,9,0.8181818181818182
SE0250043,Ölstabrändan,SE,C,2008,2023,4,9,16,12,0.75
SE0250095,Askö-Tidö,SE,C,1982,2025,23,496,44,21,0.4772727272727273
SE0250096,Gnien,SE,A,2006,2025,17,88,20,3,0.15
SE0250097,Fermansbo urskog,SE,C,2008,2025,10,38,18,8,0.4444444444444444
SE0250098,Nötmyran,SE,C,1990,2019,4,19,30,26,0.8666666666666667
SE0250103,Hedströmmen,SE,B,1975,2025,15,49,51,36,0.7058823529411765
SE0250104,Fläckebo,SE,C,2015,2025,4,21,11,7,0.6363636363636364
SE0250106,Kalkugnsberget,SE,B,1975,2024,19,68,50,31,0.62
SE0250107,Silvtjärn,SE,B,2001,2023,5,21,23,18,0.782608695652174
SE0250108,Jönsbacken,SE,B,2000,2025,9,26,26,17,0.6538461538461539
SE0250109,Svartberget-Hedkärra,SE,B,1986,2025,8,19,40,32,0.8
SE0250113,Slåttermossen,SE,B,1970,2024,9,62,55,46,0.8363636363636363
SE0250114,Matkullen,SE,B,2006,2006,1,5,1,0,0.0
SE0250116,Gåsmyrberget,SE,B,2011,2020,2,2,10,8,0.8
SE0250127,Slottsholmen,SE,B,1989,2023,4,7,35,31,0.8857142857142857
SE0250128,Sandskogsbacken,SE,B,2009,2025,7,18,17,10,0.5882352941176471
SE0250130,Skäret,SE,B,2022,2024,2,2,3,1,0.3333333333333333
SE0250131,Reutersberg,SE,B,1967,2010,4,31,44,40,0.9090909090909091
SE0250132,Södra Hammaren,SE,B,1983,2020,4,8,38,34,0.8947368421052632
SE0250133,Lindöberget öst,SE,B,2012,2020,4,8,9,5,0.5555555555555556
SE0250134,Häggholmen,SE,B,2018,2025,4,4,8,4,0.5
SE0250135,Lindholmen,SE,B,2005,2018,4,12,14,10,0.7142857142857143
SE0250136,Ekholmen,SE,B,2021,2021,1,1,1,0,0.0
SE0250137,Kyrkbyåsen,SE,B,2020,2024,2,3,5,3,0.6
SE0250141,Håltjärnsbäcken,SE,B,2005,2025,9,21,21,12,0.5714285714285714
SE0250142,Rövallsmossen och Stingsmossen,SE,B,2005,2017,3,5,13,10,0.7692307692307693
SE0250144,Fullerö,SE,B,1996,2010,2,3,15,13,0.8666666666666667
SE0250145,Frösåker,SE,B,2004,2023,11,77,20,9,0.45
SE0250147,Gorgen,SE,C,1990,2006,2,5,17,15,0.8823529411764706
SE0250148,Gussjön,SE,C,1990,2025,8,14,36,28,0.7777777777777778
SE0250151,Vrenninge,SE,C,1990,2018,4,7,29,25,0.8620689655172413
SE0250153,Fläcksjön,SE,C,1976,2023,16,29,48,32,0.6666666666666666
SE0250154,Rörbosjön,SE,C,1920,2021,8,14,102,94,0.9215686274509803
SE0250155,Strömsholms kungsladugård,SE,B,2009,2022,5,17,14,9,0.6428571428571429
SE0250158,Lindöberget väst,SE,C,2021,2021,1,1,1,0,0.0
SE0250159,Björkbacken,SE,B,1987,2025,22,63,39,17,0.4358974358974359
SE0250160,Kohagen,SE,B,1992,2025,10,31,34,24,0.7058823529411765
SE0250161,Sundängen,SE,B,2005,2020,6,69,16,10,0.625
SE0250162,Överskälby,SE,B,2006,2011,2,5,6,4,0.6666666666666666
SE0250163,Munktorps-Ekeby,SE,B,1998,1998,1,1,1,0,0.0
SE0250164,Lia,SE,B,1998,2007,2,4,10,8,0.8
SE0250170,Salakalken,SE,B,1878,2025,29,863,148,119,0.8040540540540541
SE0250171,Hallaren,SE,A,1993,2007,5,9,15,10,0.6666666666666666
SE0250172,Granhammarsbrännan,SE,B,2006,2006,1,1,1,0,0.0
SE0250173,Mörkrets backe,SE,B,2007,2021,6,52,15,9,0.6
SE0250182,Lermansbo äng,SE,B,2015,2024,2,2,10,8,0.8
SE0250183,Forsån-Bråtmossen,SE,B,1990,2017,6,41,28,22,0.7857142857142857
SE0250185,Venabäcken,SE,B,1985,2025,9,32,41,32,0.7804878048780488
SE0250186,Najfallet,SE,B,1991,2022,3,8,32,29,0.90625
SE0250187,Karsbo äng,SE,B,2007,2012,4,8,6,2,0.3333333333333333
SE0250188,Kulflyten,SE,B,2014,2024,3,13,11,8,0.7272727272727273
SE0250190,Jättåsarna,SE,B,1986,2025,9,34,40,31,0.775
SE0250191,Nyby,SE,B,2016,2016,1,2,1,0,0.0
SE0250192,Dal,SE,B,1996,1996,1,1,1,0,0.0
